title,type,country,rating,duration,listed_in,description,description_length,description_word_count,descr_polarity,descr_subjectivity
Akame ga Kill!,TV Show,Japan,0.0,1,"Anime Series, Crime TV Shows, International TV Shows","Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",150,27,-0.45,0.8
Akbar Birbal,TV Show,India,0.0,1,"Kids' TV, TV Comedies, TV Dramas","From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",152,24,0.375,1.0
Akulah Balqis,TV Show,,0.0,1,"International TV Shows, TV Dramas","A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",140,26,-0.3104166666666667,0.55
Al acecho,Movie,,1.0,81,"International Movies, Thrillers","Looking for a fresh start, a park ranger gets a new assignment. When he discovers a network of poachers, survival depends on his lethal instincts.",146,25,0.21818181818181817,0.4772727272727273
Al Hayba,TV Show,Lebanon,0.0,1,"Crime TV Shows, International TV Shows, TV Dramas","In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",146,22,0.0,0.8
Ala Vaikunthapurramuloo,Movie,India,0.0,162,"Action & Adventure, Comedies, Dramas","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",152,26,0.1,0.4
Alakada Reloaded,Movie,,1.0,104,"Comedies, International Movies","To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.",152,26,0.03333333333333333,0.06666666666666667
Alan Saldaña: Mi vida de pobre,Movie,Mexico,1.0,54,Stand-Up Comedy,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,150,27,0.2267857142857143,0.31785714285714284
Alarmoty in the Land of Fire,Movie,Egypt,1.0,94,"Comedies, International Movies","While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",102,17,-0.1,0.575
Alaska Is a Drag,Movie,United States,1.0,83,"Dramas, LGBTQ Movies","Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.",148,25,0.2,0.28541666666666665
Albert Pinto Ko Gussa Kyun Aata Hai?,Movie,India,1.0,85,"Dramas, Independent Movies, International Movies","As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",151,27,-0.3,0.30000000000000004
Albion: The Enchanted Stallion,Movie,"United States, Bulgaria",0.0,106,Children & Family Movies,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all.",138,28,0.08750000000000002,0.875
Alejandro Riaño: Especial de stand up,Movie,Colombia,1.0,60,Stand-Up Comedy,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",148,23,-0.4,0.4
Alejandro Sanz: What I Was Is What I Am,Movie,Spain,1.0,102,"Documentaries, International Movies, Music & Musicals",A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,100,15,0.25,0.375
Alelí,Movie,"Uruguay, Argentina",1.0,88,"Comedies, Dramas, International Movies","Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",148,23,0.2875,0.6875
Alex Fernández: The Best Comedian in the World,Movie,Mexico,1.0,51,Stand-Up Comedy,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,152,25,0.109375,0.375
Alex Strangelove,Movie,United States,1.0,100,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,142,23,0.3866666666666667,0.5133333333333333
Alexa & Katie,TV Show,United States,0.0,4,"Kids' TV, TV Comedies","Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.",140,25,0.27199999999999996,0.288
Alexandria ... Why?,Movie,"Egypt, Algeria",1.0,131,"Classic Movies, Dramas, International Movies","Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",121,20,0.0,0.0
Alexandria: Again and Forever,Movie,"France, Egypt",1.0,109,"Classic Movies, Dramas, International Movies","At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.",130,25,0.3181818181818182,0.7272727272727273
Alexis Viera: A Story of Surviving,Movie,Uruguay,1.0,69,"Documentaries, International Movies, Sports Movies","After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.",144,25,0.13636363636363635,0.45454545454545453
Ali & Alia,Movie,United Arab Emirates,0.0,106,"Dramas, International Movies, Romantic Movies",Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,136,23,0.5,0.6
Ali Baba ve 7 Cüceler,Movie,Turkey,1.0,115,"Action & Adventure, Comedies, International Movies","A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.",147,23,0.32499999999999996,0.5
Ali Wong: Baby Cobra,Movie,United States,1.0,60,Stand-Up Comedy,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",131,21,-0.047619047619047596,0.8015873015873015
Ali Wong: Hard Knock Wife,Movie,United States,1.0,64,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",144,26,0.25,0.5
Ali's Wedding,Movie,Australia,1.0,110,"Comedies, Independent Movies, International Movies","After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",149,27,0.3,0.5
Alias Grace,TV Show,Canada,1.0,1,"Crime TV Shows, International TV Shows, TV Dramas","In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",149,21,-0.125,0.375
"Alias JJ, la celebridad del mal",Movie,,1.0,54,"Documentaries, International Movies","Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.",147,21,0.18333333333333335,0.4222222222222222
Alibaba Aur 40 Chor,Movie,"Soviet Union, India",0.0,147,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,122,23,-0.175,0.6142857142857143
Alice Doesn't Live Here Anymore,Movie,United States,0.0,112,"Classic Movies, Comedies, Dramas","A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.",147,23,0.2142857142857143,0.6071428571428571
Alice in Borderland,TV Show,Japan,1.0,1,"International TV Shows, TV Action & Adventure, TV Mysteries","An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.",147,26,-0.15000000000000002,0.1
Alice Junior,Movie,Brazil,1.0,87,"Comedies, International Movies, LGBTQ Movies","In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.",141,25,0.12111111111111111,0.3677777777777778
Alien Contact: Outer Space,Movie,United States,0.0,63,Documentaries,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,131,18,0.4,0.95
Alien TV,TV Show,,0.0,1,"Kids' TV, TV Comedies","Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",149,26,0.02777777777777778,0.5833333333333334
Alien Warfare,Movie,United States,1.0,88,"Action & Adventure, Sci-Fi & Fantasy",The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,150,23,-0.05,0.55
Alien Worlds,TV Show,United Kingdom,0.0,1,"British TV Shows, Docuseries, International TV Shows","Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",145,27,-0.1875,0.5625
Alien Xmas,Movie,United States,0.0,42,Children & Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",152,28,-0.04272727272727273,0.4209090909090909
Aliens Ate My Homework,Movie,United States,0.0,90,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,149,25,0.10625000000000001,0.5750000000000001
Alive and Kicking,Movie,"Sweden, United States",0.0,89,Documentaries,Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.,133,22,0.2556818181818182,0.75
All About Love,Movie,South Africa,1.0,79,"Dramas, International Movies, Romantic Movies",An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.,99,15,0.0,0.0
All About Nina,Movie,United States,1.0,101,"Comedies, Dramas, Independent Movies","Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.",133,25,0.2556818181818182,0.5022727272727273
All About the Washingtons,TV Show,United States,0.0,1,TV Comedies,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",124,20,-0.03181818181818183,0.5272727272727272
All American,TV Show,United States,0.0,2,"TV Dramas, Teen TV Shows",Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,147,24,0.08,0.26999999999999996
